pid,semitic_codes
898,"[60, 60, 23]"
899,"[1, 19, 33]"
900,"[19, 21, 26]"
901,"[46, 54, 6]"
902,"[52, 8, 43]"
903,"[27, 24, 58]"
904,"[62, 9, 51]"
905,"[40, 6, 52]"
906,"[19, 11, 50]"
907,"[14, 14, 41]"
908,"[1, 58, 53]"
909,"[62, 63, 22]"
910,"[62, 9, 46]"
911,"[60, 60, 2]"
912,"[52, 32, 54]"
913,"[1, 18, 16]"
914,"[52, 28, 36]"
915,"[42, 42, 15]"
916,"[62, 58, 42]"
917,"[45, 40, 39]"
918,"[8, 29, 29]"
919,"[52, 31, 11]"
920,"[52, 31, 36]"
921,"[62, 61, 55]"
922,"[48, 42, 58]"
923,"[1, 12, 19]"
924,"[62, 44, 62]"
925,"[16, 43, 48]"
926,"[62, 61, 20]"
927,"[61, 52, 11]"
928,"[19, 39, 50]"
929,"[62, 59, 10]"
930,"[62, 57, 19]"
931,"[59, 41, 18]"
932,"[22, 19, 42]"
933,"[52, 44, 45]"
934,"[63, 33, 40]"
935,"[12, 17, 61]"
936,"[41, 15, 55]"
937,"[8, 4, 24]"
938,"[63, 24, 59]"
939,"[53, 38, 8]"
940,"[1, 51, 10]"
941,"[25, 38, 48]"
942,"[31, 3, 39]"
943,"[62, 20, 57]"
944,"[57, 39, 60]"
945,"[57, 45, 13]"
946,"[62, 20, 63]"
947,"[26, 6, 34]"
948,"[42, 25, 15]"
949,"[26, 25, 28]"
950,"[57, 2, 35]"
951,"[28, 28, 37]"
952,"[41, 4, 26]"
953,"[51, 8, 43]"
954,"[52, 22, 45]"
955,"[21, 29, 30]"
956,"[59, 56, 27]"
957,"[62, 1, 19]"
958,"[62, 33, 34]"
959,"[33, 2, 22]"
960,"[39, 18, 41]"
961,"[5, 26, 49]"
962,"[52, 35, 10]"
963,"[7, 13, 4]"
964,"[26, 32, 46]"
965,"[52, 47, 5]"
966,"[7, 4, 49]"
967,"[19, 59, 35]"
968,"[62, 62, 53]"
969,"[19, 21, 27]"
970,"[62, 55, 9]"
971,"[62, 51, 44]"
972,"[42, 30, 38]"
973,"[53, 50, 12]"
974,"[62, 46, 16]"
975,"[58, 56, 1]"
976,"[52, 10, 52]"
977,"[62, 36, 25]"
978,"[58, 55, 4]"
979,"[52, 3, 11]"
980,"[58, 41, 40]"
981,"[49, 23, 60]"
982,"[13, 38, 29]"
983,"[62, 51, 56]"
984,"[52, 35, 50]"
985,"[62, 16, 62]"
986,"[9, 24, 63]"
987,"[42, 30, 13]"
988,"[62, 49, 0]"
989,"[52, 30, 38]"
990,"[49, 23, 59]"
991,"[58, 26, 6]"
992,"[52, 9, 46]"
993,"[48, 34, 47]"
994,"[62, 5, 21]"
995,"[52, 10, 17]"
996,"[26, 48, 51]"
997,"[62, 52, 32]"
998,"[62, 5, 21]"
999,"[62, 0, 7]"
1000,"[51, 40, 56]"
1001,"[51, 32, 1]"
1002,"[0, 62, 45]"
1003,"[42, 27, 33]"
1004,"[62, 63, 42]"
1005,"[25, 18, 25]"
1006,"[15, 43, 31]"
1007,"[1, 12, 17]"
1008,"[22, 60, 23]"
1009,"[46, 54, 9]"
1010,"[17, 17, 28]"
1011,"[57, 37, 51]"
1012,"[40, 7, 44]"
1013,"[62, 37, 8]"
1014,"[26, 27, 30]"
1015,"[38, 11, 5]"
1016,"[12, 14, 3]"
1017,"[51, 53, 12]"
1018,"[25, 53, 25]"
1019,"[60, 22, 61]"
1020,"[62, 36, 7]"
1021,"[62, 1, 14]"
1022,"[1, 0, 33]"
1023,"[52, 47, 31]"
1024,"[4, 13, 46]"
1025,"[62, 1, 21]"
1026,"[52, 32, 54]"
1027,"[1, 56, 33]"
1028,"[62, 8, 43]"
1029,"[1, 58, 63]"
1030,"[1, 10, 50]"
1031,"[52, 9, 46]"
1032,"[27, 24, 58]"
1033,"[21, 10, 39]"
1034,"[62, 62, 0]"
1035,"[62, 51, 44]"
1036,"[40, 4, 52]"
1037,"[52, 44, 26]"
1038,"[62, 58, 62]"
1039,"[62, 16, 33]"
1040,"[22, 21, 53]"
1041,"[21, 48, 11]"
1042,"[27, 50, 48]"
1043,"[52, 26, 31]"
1044,"[1, 8, 43]"
1045,"[4, 61, 29]"
1046,"[51, 17, 1]"
1047,"[5, 39, 47]"
1048,"[58, 37, 4]"
1049,"[19, 59, 4]"
1050,"[52, 30, 53]"
1051,"[62, 34, 60]"
1052,"[58, 56, 16]"
1053,"[58, 35, 25]"
1054,"[33, 23, 59]"
1055,"[62, 63, 57]"
1056,"[62, 33, 17]"
1057,"[20, 31, 2]"
1058,"[51, 25, 61]"
1059,"[48, 3, 27]"
1060,"[62, 60, 23]"
1061,"[51, 38, 44]"
1062,"[62, 49, 37]"
1063,"[52, 25, 61]"
1064,"[26, 19, 28]"
1065,"[19, 11, 49]"
1066,"[52, 45, 18]"
1067,"[52, 30, 31]"
1068,"[62, 20, 51]"
1069,"[52, 30, 13]"
1070,"[15, 35, 38]"
1071,"[15, 53, 10]"
1072,"[15, 19, 16]"
1073,"[10, 29, 25]"
1074,"[52, 22, 27]"
1075,"[57, 14, 32]"
1076,"[62, 42, 47]"
1077,"[49, 28, 38]"
1078,"[12, 55, 3]"
1079,"[24, 40, 61]"
1080,"[21, 54, 60]"
1081,"[52, 46, 35]"
1082,"[16, 38, 1]"
1083,"[62, 63, 8]"
1084,"[52, 13, 54]"
1085,"[22, 56, 59]"
1086,"[42, 22, 13]"
1087,"[12, 52, 39]"
1088,"[62, 23, 42]"
1089,"[1, 59, 37]"
1090,"[21, 10, 4]"
1091,"[28, 29, 62]"
1092,"[62, 9, 51]"
1093,"[12, 49, 48]"
1094,"[27, 27, 30]"
1095,"[26, 20, 28]"
1096,"[27, 44, 52]"
1097,"[62, 57, 34]"
1098,"[62, 0, 8]"
1099,"[42, 63, 42]"
1100,"[58, 6, 28]"
1101,"[41, 14, 27]"
1102,"[62, 41, 54]"
1103,"[62, 36, 14]"
1104,"[52, 28, 18]"
1105,"[46, 54, 9]"
1106,"[62, 40, 3]"
1107,"[62, 36, 7]"
1108,"[62, 43, 34]"
1109,"[62, 16, 22]"
1110,"[53, 11, 12]"
1111,"[14, 39, 41]"
1112,"[1, 12, 25]"
1113,"[9, 24, 40]"
1114,"[9, 45, 40]"
1115,"[52, 47, 5]"
1116,"[52, 47, 5]"
1117,"[1, 37, 11]"
1118,"[7, 31, 45]"
1119,"[62, 51, 57]"
1120,"[29, 4, 58]"
1121,"[62, 52, 41]"
1122,"[2, 5, 9]"
1123,"[62, 55, 56]"
1124,"[62, 1, 14]"
1125,"[1, 7, 60]"
1126,"[53, 41, 49]"
1127,"[1, 12, 7]"
1128,"[62, 0, 42]"
1129,"[62, 34, 15]"
1130,"[60, 34, 33]"
1131,"[13, 15, 29]"
1132,"[52, 28, 17]"
1133,"[63, 33, 55]"
1134,"[62, 5, 21]"
1135,"[1, 2, 24]"
1136,"[52, 32, 6]"
1137,"[42, 46, 11]"
1138,"[1, 6, 15]"
1139,"[57, 14, 32]"
1140,"[42, 22, 13]"
1141,"[60, 60, 2]"
1142,"[62, 42, 34]"
1143,"[2, 48, 47]"
1144,"[19, 1, 26]"
1145,"[62, 53, 20]"
1146,"[53, 15, 24]"
1147,"[5, 26, 49]"
1148,"[26, 60, 23]"
1149,"[15, 27, 19]"
1150,"[15, 43, 12]"
1151,"[0, 62, 3]"
1152,"[62, 38, 34]"
1153,"[26, 59, 59]"
1154,"[62, 43, 24]"
1155,"[46, 54, 9]"
1156,"[46, 3, 52]"
1157,"[59, 41, 27]"
1158,"[62, 0, 42]"
1159,"[28, 29, 29]"
1160,"[62, 42, 3]"
1161,"[49, 30, 13]"
1162,"[26, 60, 11]"
1163,"[62, 46, 37]"
1164,"[62, 49, 0]"
1165,"[38, 7, 22]"
1166,"[8, 24, 1]"
1167,"[26, 16, 52]"
1168,"[62, 33, 14]"
1169,"[17, 52, 45]"
1170,"[8, 39, 12]"
1171,"[9, 24, 45]"
1172,"[62, 5, 8]"
1173,"[62, 55, 56]"
1174,"[62, 1, 16]"
1175,"[1, 46, 40]"
1176,"[52, 11, 36]"
1177,"[52, 21, 54]"
1178,"[63, 21, 49]"
1179,"[52, 35, 10]"
1180,"[1, 12, 10]"
1181,"[52, 6, 11]"
1182,"[62, 14, 14]"
1183,"[60, 37, 35]"
1184,"[19, 19, 20]"
1185,"[8, 45, 55]"
1186,"[26, 6, 53]"
1187,"[0, 52, 42]"
1188,"[1, 58, 37]"
1189,"[52, 62, 51]"
1190,"[52, 28, 36]"
1191,"[62, 5, 21]"
1192,"[60, 37, 46]"
1193,"[62, 59, 32]"
1194,"[13, 53, 29]"
1195,"[52, 15, 23]"
1196,"[62, 58, 41]"
1197,"[62, 0, 22]"
1198,"[62, 51, 63]"
1199,"[62, 35, 32]"
1200,"[62, 30, 38]"
1201,"[62, 63, 43]"
1202,"[23, 28, 38]"
1203,"[27, 49, 21]"
1204,"[62, 34, 62]"
1205,"[2, 53, 48]"
1206,"[62, 56, 39]"
1207,"[52, 22, 45]"
1208,"[63, 3, 28]"
1209,"[21, 10, 55]"
1210,"[52, 4, 6]"
1211,"[42, 43, 42]"
1212,"[62, 20, 51]"
1213,"[26, 6, 13]"
1214,"[52, 15, 23]"
1215,"[5, 11, 17]"
1216,"[62, 44, 19]"
1217,"[62, 5, 8]"
1218,"[42, 50, 61]"
1219,"[28, 9, 46]"
1220,"[62, 63, 43]"
1221,"[52, 31, 36]"
1222,"[1, 7, 60]"
1223,"[2, 2, 26]"
1224,"[62, 5, 14]"
1225,"[13, 61, 27]"
1226,"[42, 22, 41]"
1227,"[62, 38, 26]"
1228,"[62, 36, 7]"
1229,"[62, 57, 57]"
1230,"[52, 41, 6]"
1231,"[48, 6, 35]"
1232,"[1, 10, 25]"
1233,"[52, 4, 6]"
1234,"[52, 4, 4]"
1235,"[52, 32, 4]"
1236,"[52, 31, 1]"
1237,"[9, 8, 9]"
1238,"[62, 29, 63]"
1239,"[57, 14, 2]"
1240,"[1, 18, 33]"
1241,"[58, 55, 50]"
1242,"[10, 27, 31]"
1243,"[62, 58, 22]"
1244,"[62, 27, 47]"
1245,"[62, 27, 47]"
1246,"[62, 27, 31]"
1247,"[9, 26, 31]"
1248,"[62, 47, 5]"
1249,"[45, 9, 58]"
1250,"[49, 23, 59]"
1251,"[52, 32, 4]"
1252,"[5, 51, 12]"
1253,"[52, 4, 6]"
1254,"[62, 33, 14]"
1255,"[62, 38, 57]"
1256,"[62, 56, 33]"
1257,"[62, 60, 0]"
1258,"[52, 13, 54]"
1259,"[52, 23, 28]"
1260,"[61, 48, 19]"
1261,"[7, 17, 49]"
1262,"[62, 34, 15]"
1263,"[1, 12, 16]"
1264,"[62, 36, 7]"
1265,"[52, 47, 5]"
1266,"[52, 25, 15]"
1267,"[4, 50, 61]"
1268,"[13, 17, 30]"
1269,"[25, 39, 25]"
1270,"[38, 48, 53]"
1271,"[4, 61, 48]"
1272,"[9, 19, 58]"
1273,"[49, 25, 44]"
1274,"[12, 8, 51]"
1275,"[62, 42, 34]"
1276,"[46, 54, 44]"
1277,"[45, 40, 16]"
1278,"[61, 26, 49]"
1279,"[1, 18, 50]"
1280,"[62, 57, 59]"
1281,"[62, 0, 8]"
1282,"[19, 13, 20]"
1283,"[62, 33, 29]"
1284,"[62, 1, 37]"
1285,"[5, 39, 36]"
1286,"[26, 46, 40]"
1287,"[19, 41, 27]"
1288,"[25, 48, 25]"
1289,"[1, 52, 10]"
1290,"[42, 25, 61]"
1291,"[42, 25, 61]"
1292,"[62, 61, 20]"
1293,"[4, 23, 57]"
1294,"[10, 29, 2]"
1295,"[60, 9, 3]"
1296,"[21, 10, 39]"
1297,"[22, 27, 30]"
1298,"[52, 10, 45]"
1299,"[62, 62, 53]"
1300,"[63, 58, 42]"
1301,"[62, 47, 15]"
1302,"[15, 61, 55]"
1303,"[48, 23, 31]"
1304,"[62, 20, 58]"
1305,"[62, 32, 21]"
1306,"[52, 62, 18]"
1307,"[1, 12, 25]"
1308,"[62, 33, 14]"
1309,"[62, 63, 17]"
1310,"[51, 40, 41]"
1311,"[9, 18, 63]"
1312,"[52, 28, 46]"
1313,"[8, 4, 26]"
1314,"[53, 55, 37]"
1315,"[62, 0, 37]"
1316,"[40, 4, 52]"
1317,"[61, 44, 38]"
1318,"[49, 28, 38]"
1319,"[17, 17, 48]"
1320,"[38, 6, 36]"
1321,"[19, 56, 51]"
1322,"[23, 29, 46]"
1323,"[20, 31, 2]"
1324,"[49, 37, 42]"
1325,"[12, 5, 9]"
1326,"[46, 54, 36]"
1327,"[52, 44, 3]"
1328,"[26, 20, 10]"
1329,"[41, 60, 11]"
1330,"[4, 61, 60]"
1331,"[62, 51, 44]"
1332,"[57, 14, 32]"
1333,"[62, 18, 22]"
1334,"[62, 43, 24]"
1335,"[48, 42, 14]"
1336,"[52, 10, 18]"
1337,"[19, 50, 20]"
1338,"[53, 38, 12]"
1339,"[62, 27, 33]"
1340,"[60, 0, 26]"
1341,"[60, 9, 45]"
1342,"[52, 10, 18]"
1343,"[51, 24, 1]"
1344,"[7, 60, 23]"
1345,"[40, 17, 52]"
1346,"[22, 8, 43]"
1347,"[62, 59, 32]"
1348,"[53, 23, 49]"
1349,"[53, 38, 12]"
1350,"[21, 22, 53]"
1351,"[53, 40, 44]"
1352,"[13, 54, 4]"
1353,"[27, 11, 6]"
1354,"[20, 35, 10]"
1355,"[62, 43, 24]"
1356,"[3, 21, 33]"
1357,"[48, 39, 31]"
1358,"[62, 1, 13]"
1359,"[22, 50, 58]"
1360,"[63, 13, 47]"
1361,"[62, 52, 34]"
1362,"[5, 26, 49]"
1363,"[52, 3, 17]"
1364,"[62, 31, 23]"
1365,"[62, 36, 7]"
1366,"[8, 45, 47]"
1367,"[42, 30, 31]"
1368,"[1, 7, 60]"
1369,"[59, 41, 28]"
1370,"[62, 63, 50]"
1371,"[1, 12, 7]"
1372,"[19, 7, 48]"
1373,"[62, 5, 8]"
1374,"[58, 35, 40]"
1375,"[26, 15, 50]"
1376,"[5, 26, 49]"
1377,"[61, 53, 55]"
1378,"[46, 6, 26]"
1379,"[22, 8, 43]"
1380,"[62, 49, 0]"
1381,"[62, 36, 7]"
1382,"[62, 2, 34]"
1383,"[1, 2, 56]"
1384,"[51, 37, 1]"
1385,"[62, 58, 60]"
1386,"[62, 47, 29]"
1387,"[22, 24, 4]"
1388,"[62, 49, 30]"
1389,"[62, 42, 13]"
1390,"[51, 14, 9]"
1391,"[62, 57, 59]"
1392,"[25, 3, 6]"
1393,"[58, 56, 16]"
1394,"[1, 55, 24]"
1395,"[52, 15, 17]"
1396,"[52, 32, 54]"
1397,"[62, 34, 23]"
1398,"[61, 30, 19]"
1399,"[38, 48, 5]"
1400,"[22, 22, 28]"
1401,"[42, 19, 5]"
1402,"[42, 19, 41]"
1403,"[52, 11, 6]"
1404,"[26, 59, 51]"
1405,"[62, 37, 35]"
1406,"[21, 16, 62]"
1407,"[62, 44, 63]"
1408,"[52, 62, 54]"
1409,"[21, 24, 60]"
1410,"[33, 13, 28]"
1411,"[52, 30, 13]"
1412,"[33, 13, 50]"
1413,"[8, 39, 12]"
1414,"[26, 20, 5]"
1415,"[8, 1, 8]"
1416,"[62, 35, 21]"
1417,"[62, 62, 0]"
1418,"[21, 10, 53]"
1419,"[5, 26, 20]"
1420,"[52, 32, 23]"
1421,"[10, 24, 34]"
1422,"[10, 15, 9]"
1423,"[49, 25, 59]"
1424,"[48, 60, 51]"
1425,"[62, 0, 31]"
1426,"[46, 54, 8]"
1427,"[52, 9, 43]"
1428,"[62, 34, 62]"
1429,"[62, 61, 30]"
1430,"[60, 60, 23]"
1431,"[52, 59, 10]"
1432,"[26, 52, 11]"
1433,"[62, 46, 32]"
1434,"[7, 37, 3]"
1435,"[62, 63, 57]"
1436,"[24, 22, 45]"
1437,"[1, 12, 17]"
1438,"[62, 7, 17]"
1439,"[20, 31, 2]"
1440,"[62, 57, 16]"
1441,"[62, 59, 5]"
1442,"[53, 23, 37]"
1443,"[62, 33, 27]"
1444,"[62, 18, 63]"
1445,"[27, 48, 24]"
1446,"[28, 28, 30]"
1447,"[24, 22, 45]"
1448,"[52, 11, 23]"
1449,"[28, 29, 21]"
1450,"[49, 42, 42]"
1451,"[3, 8, 15]"
1452,"[41, 38, 41]"
1453,"[62, 36, 7]"
1454,"[12, 5, 48]"
1455,"[7, 39, 8]"
1456,"[62, 7, 60]"
1457,"[58, 55, 6]"
1458,"[62, 52, 48]"
1459,"[51, 48, 1]"
1460,"[62, 37, 21]"
1461,"[62, 51, 24]"
1462,"[52, 28, 13]"
1463,"[13, 54, 26]"
1464,"[52, 46, 18]"
1465,"[62, 14, 43]"
1466,"[58, 2, 40]"
1467,"[15, 43, 29]"
1468,"[1, 58, 11]"
1469,"[60, 60, 51]"
1470,"[52, 42, 27]"
1471,"[45, 53, 1]"
1472,"[62, 0, 56]"
1473,"[7, 4, 12]"
1474,"[7, 4, 49]"
1475,"[1, 18, 50]"
1476,"[42, 50, 61]"
1477,"[62, 51, 44]"
1478,"[3, 21, 33]"
1479,"[3, 21, 38]"
1480,"[3, 45, 54]"
1481,"[52, 6, 6]"
1482,"[62, 6, 63]"
1483,"[52, 47, 5]"
1484,"[46, 6, 36]"
1485,"[41, 14, 27]"
1486,"[29, 15, 52]"
1487,"[62, 16, 33]"
1488,"[62, 17, 43]"
1489,"[26, 19, 35]"
1490,"[62, 56, 14]"
1491,"[42, 27, 31]"
1492,"[42, 32, 12]"
1493,"[23, 23, 38]"
1494,"[57, 3, 47]"
1495,"[20, 31, 2]"
1496,"[38, 6, 52]"
1497,"[19, 44, 27]"
1498,"[52, 20, 46]"
1499,"[26, 56, 36]"
1500,"[59, 26, 49]"
1501,"[57, 16, 59]"
1502,"[62, 56, 39]"
1503,"[62, 17, 53]"
1504,"[52, 9, 46]"
1505,"[57, 45, 35]"
1506,"[22, 10, 28]"
1507,"[22, 1, 18]"
1508,"[13, 19, 29]"
1509,"[62, 55, 56]"
1510,"[62, 43, 34]"
1511,"[1, 58, 37]"
1512,"[62, 27, 32]"
1513,"[10, 38, 25]"
1514,"[28, 4, 4]"
1515,"[52, 47, 41]"
1516,"[62, 36, 22]"
1517,"[62, 57, 15]"
1518,"[20, 31, 58]"
1519,"[1, 2, 16]"
1520,"[23, 3, 55]"
1521,"[62, 0, 14]"
1522,"[21, 41, 25]"
1523,"[60, 11, 10]"
1524,"[42, 50, 61]"
1525,"[63, 40, 42]"
1526,"[8, 11, 58]"
1527,"[62, 51, 39]"
1528,"[23, 29, 7]"
1529,"[62, 33, 8]"
1530,"[57, 63, 43]"
1531,"[0, 8, 62]"
1532,"[63, 53, 55]"
1533,"[62, 44, 19]"
1534,"[62, 34, 48]"
1535,"[10, 35, 9]"
1536,"[62, 0, 14]"
1537,"[52, 15, 54]"
1538,"[52, 11, 11]"
1539,"[61, 53, 57]"
1540,"[52, 10, 52]"
1541,"[62, 36, 44]"
1542,"[62, 8, 41]"
1543,"[62, 20, 63]"
1544,"[8, 24, 46]"
1545,"[32, 1, 45]"
1546,"[10, 4, 49]"
1547,"[62, 27, 31]"
1548,"[52, 15, 54]"
1549,"[53, 50, 16]"
1550,"[8, 9, 26]"
1551,"[5, 26, 40]"
1552,"[16, 38, 58]"
1553,"[62, 61, 48]"
1554,"[28, 53, 38]"
1555,"[62, 19, 51]"
1556,"[0, 10, 6]"
1557,"[62, 49, 0]"
1558,"[52, 46, 38]"
1559,"[8, 35, 20]"
1560,"[62, 0, 44]"
1561,"[62, 34, 23]"
1562,"[27, 3, 63]"
1563,"[62, 60, 24]"
1564,"[8, 35, 12]"
1565,"[62, 62, 37]"
1566,"[8, 4, 51]"
1567,"[61, 48, 53]"
1568,"[62, 7, 60]"
1569,"[62, 36, 25]"
1570,"[62, 8, 43]"
1571,"[58, 6, 40]"
1572,"[62, 32, 63]"
1573,"[62, 44, 13]"
1574,"[26, 20, 51]"
1575,"[62, 49, 0]"
1576,"[13, 50, 29]"
1577,"[8, 45, 10]"
1578,"[62, 14, 61]"
1579,"[5, 39, 12]"
1580,"[12, 56, 27]"
1581,"[52, 28, 52]"
1582,"[52, 47, 17]"
1583,"[16, 59, 26]"
1584,"[24, 40, 42]"
1585,"[2, 29, 53]"
1586,"[49, 23, 50]"
1587,"[62, 41, 4]"
1588,"[49, 19, 59]"
1589,"[57, 16, 62]"
1590,"[8, 15, 18]"
1591,"[61, 7, 5]"
1592,"[19, 59, 58]"
1593,"[8, 45, 10]"
1594,"[52, 62, 35]"
1595,"[62, 58, 42]"
1596,"[52, 28, 36]"
1597,"[16, 39, 48]"
1598,"[61, 40, 7]"
1599,"[62, 43, 34]"
1600,"[10, 38, 34]"
1601,"[62, 57, 19]"
1602,"[62, 63, 44]"
1603,"[5, 42, 49]"
1604,"[62, 25, 39]"
1605,"[52, 28, 30]"
1606,"[45, 21, 56]"
1607,"[62, 63, 44]"
1608,"[45, 34, 49]"
1609,"[61, 48, 33]"
1610,"[59, 56, 1]"
1611,"[58, 41, 3]"
1612,"[1, 12, 25]"
1613,"[1, 58, 37]"
1614,"[13, 17, 29]"
1615,"[62, 52, 21]"
1616,"[8, 13, 39]"
1617,"[32, 1, 1]"
1618,"[62, 63, 43]"
1619,"[60, 25, 31]"
1620,"[52, 30, 58]"
1621,"[62, 44, 8]"
1622,"[52, 8, 35]"
1623,"[20, 31, 2]"
1624,"[9, 24, 22]"
1625,"[62, 0, 7]"
1626,"[62, 12, 57]"
1627,"[8, 9, 20]"
1628,"[13, 33, 16]"
1629,"[62, 55, 56]"
1630,"[62, 14, 61]"
1631,"[12, 5, 21]"
1632,"[49, 28, 38]"
1633,"[15, 43, 2]"
1634,"[52, 22, 9]"
1635,"[62, 63, 13]"
1636,"[7, 60, 23]"
1637,"[62, 55, 24]"
1638,"[46, 54, 36]"
1639,"[1, 12, 16]"
1640,"[62, 18, 50]"
1641,"[62, 27, 15]"
1642,"[57, 3, 18]"
1643,"[62, 57, 32]"
1644,"[52, 31, 61]"
1645,"[14, 26, 55]"
1646,"[62, 61, 4]"
1647,"[62, 6, 52]"
1648,"[62, 32, 28]"
1649,"[62, 2, 22]"
1650,"[22, 11, 47]"
1651,"[62, 29, 15]"
1652,"[17, 52, 41]"
1653,"[62, 37, 59]"
1654,"[62, 42, 14]"
1655,"[28, 17, 46]"
1656,"[52, 46, 47]"
1657,"[62, 2, 15]"
1658,"[62, 51, 28]"
1659,"[62, 37, 9]"
1660,"[52, 30, 53]"
1661,"[7, 22, 3]"
1662,"[0, 10, 6]"
1663,"[52, 10, 45]"
1664,"[62, 57, 57]"
1665,"[13, 37, 29]"
1666,"[45, 8, 43]"
1667,"[62, 0, 22]"
1668,"[62, 33, 14]"
1669,"[41, 17, 55]"
1670,"[46, 54, 6]"
1671,"[1, 18, 50]"
1672,"[62, 36, 25]"
1673,"[62, 33, 14]"
1674,"[62, 14, 36]"
1675,"[33, 38, 4]"
1676,"[9, 9, 26]"
1677,"[63, 53, 38]"
1678,"[5, 39, 20]"
1679,"[9, 24, 35]"
1680,"[62, 33, 19]"
1681,"[19, 59, 45]"
1682,"[61, 48, 5]"
1683,"[35, 25, 55]"
1684,"[53, 22, 35]"
1685,"[2, 56, 12]"
1686,"[62, 29, 57]"
1687,"[20, 31, 58]"
1688,"[52, 46, 18]"
1689,"[20, 31, 2]"
1690,"[42, 30, 31]"
1691,"[21, 18, 37]"
1692,"[52, 14, 61]"
1693,"[1, 12, 7]"
1694,"[16, 50, 1]"
1695,"[40, 6, 47]"
1696,"[1, 58, 37]"
1697,"[36, 55, 12]"
1698,"[62, 52, 40]"
1699,"[36, 4, 59]"
1700,"[62, 44, 11]"
1701,"[62, 8, 39]"
1702,"[62, 51, 33]"
1703,"[19, 19, 2]"
1704,"[1, 60, 23]"
1705,"[52, 47, 41]"
1706,"[62, 34, 62]"
1707,"[12, 5, 39]"
1708,"[62, 20, 41]"
1709,"[52, 20, 17]"
1710,"[28, 28, 38]"
1711,"[26, 27, 63]"
1712,"[26, 53, 13]"
1713,"[52, 15, 54]"
1714,"[62, 23, 15]"
1715,"[62, 28, 3]"
1716,"[52, 13, 28]"
1717,"[62, 34, 62]"
1718,"[7, 22, 3]"
1719,"[49, 19, 42]"
1720,"[52, 8, 43]"
1721,"[62, 51, 22]"
1722,"[13, 38, 29]"
1723,"[63, 61, 30]"
1724,"[58, 35, 10]"
1725,"[63, 53, 26]"
1726,"[62, 49, 32]"
1727,"[1, 17, 48]"
1728,"[26, 27, 8]"
1729,"[5, 26, 49]"
1730,"[62, 0, 56]"
1731,"[1, 2, 58]"
1732,"[52, 45, 8]"
1733,"[5, 42, 49]"
1734,"[52, 46, 18]"
1735,"[62, 43, 24]"
1736,"[62, 62, 9]"
1737,"[41, 41, 8]"
1738,"[62, 1, 16]"
1739,"[62, 7, 19]"
1740,"[62, 49, 32]"
1741,"[22, 1, 10]"
1742,"[22, 6, 51]"
1743,"[5, 39, 41]"
1744,"[48, 4, 27]"
1745,"[62, 63, 57]"
1746,"[19, 21, 48]"
1747,"[1, 16, 21]"
1748,"[52, 41, 48]"
