pid,semitic_codes
1749,"[62, 5, 21]"
1750,"[0, 10, 6]"
1751,"[52, 45, 63]"
1752,"[62, 57, 59]"
1753,"[29, 35, 50]"
1754,"[49, 16, 30]"
1755,"[62, 40, 16]"
1756,"[15, 29, 22]"
1757,"[52, 15, 46]"
1758,"[62, 55, 56]"
1759,"[21, 10, 28]"
1760,"[58, 52, 9]"
1761,"[29, 9, 46]"
1762,"[22, 61, 52]"
1763,"[16, 48, 1]"
1764,"[1, 12, 25]"
1765,"[57, 30, 13]"
1766,"[58, 2, 16]"
1767,"[4, 13, 53]"
1768,"[3, 21, 4]"
1769,"[62, 44, 60]"
1770,"[62, 59, 11]"
1771,"[1, 32, 21]"
1772,"[52, 47, 5]"
1773,"[45, 37, 17]"
1774,"[52, 11, 47]"
1775,"[49, 23, 59]"
1776,"[52, 46, 18]"
1777,"[62, 62, 0]"
1778,"[52, 13, 54]"
1779,"[22, 62, 0]"
1780,"[62, 36, 34]"
1781,"[62, 7, 60]"
1782,"[62, 42, 51]"
1783,"[62, 17, 15]"
1784,"[62, 63, 44]"
1785,"[5, 40, 20]"
1786,"[21, 10, 51]"
1787,"[52, 11, 36]"
1788,"[35, 11, 11]"
1789,"[5, 3, 49]"
1790,"[46, 3, 52]"
1791,"[48, 60, 23]"
1792,"[62, 49, 30]"
1793,"[45, 11, 57]"
1794,"[62, 18, 28]"
1795,"[62, 42, 46]"
1796,"[52, 9, 1]"
1797,"[14, 12, 48]"
1798,"[22, 1, 30]"
1799,"[57, 8, 43]"
1800,"[62, 58, 15]"
1801,"[13, 11, 59]"
1802,"[62, 23, 22]"
1803,"[22, 45, 51]"
1804,"[29, 28, 55]"
1805,"[5, 26, 49]"
1806,"[63, 18, 50]"
1807,"[22, 59, 5]"
1808,"[16, 61, 55]"
1809,"[52, 13, 46]"
1810,"[41, 47, 10]"
1811,"[15, 43, 58]"
1812,"[14, 50, 61]"
1813,"[15, 43, 2]"
1814,"[5, 60, 40]"
1815,"[15, 21, 9]"
1816,"[62, 29, 34]"
1817,"[62, 57, 19]"
1818,"[27, 39, 25]"
1819,"[62, 7, 60]"
1820,"[29, 13, 23]"
1821,"[46, 3, 52]"
1822,"[29, 9, 58]"
1823,"[62, 29, 32]"
1824,"[52, 8, 43]"
1825,"[62, 52, 27]"
1826,"[1, 12, 32]"
1827,"[29, 25, 26]"
1828,"[62, 33, 13]"
1829,"[62, 6, 15]"
1830,"[29, 15, 47]"
1831,"[9, 37, 35]"
1832,"[52, 10, 18]"
1833,"[10, 42, 45]"
1834,"[16, 56, 29]"
1835,"[29, 37, 52]"
1836,"[57, 3, 26]"
1837,"[36, 24, 12]"
1838,"[21, 10, 57]"
1839,"[52, 46, 18]"
1840,"[62, 55, 24]"
1841,"[16, 31, 2]"
1842,"[62, 22, 19]"
1843,"[52, 30, 4]"
1844,"[52, 32, 39]"
1845,"[52, 32, 6]"
1846,"[58, 2, 38]"
1847,"[52, 15, 8]"
1848,"[62, 0, 7]"
1849,"[13, 50, 29]"
1850,"[52, 4, 54]"
1851,"[17, 17, 28]"
1852,"[46, 6, 41]"
1853,"[24, 22, 45]"
1854,"[62, 51, 33]"
1855,"[62, 27, 11]"
1856,"[62, 27, 11]"
1857,"[62, 27, 31]"
1858,"[62, 27, 36]"
1859,"[46, 54, 36]"
1860,"[21, 25, 6]"
1861,"[61, 44, 38]"
1862,"[62, 36, 14]"
1863,"[40, 4, 52]"
1864,"[62, 16, 33]"
1865,"[9, 20, 40]"
1866,"[7, 21, 59]"
1867,"[62, 35, 10]"
1868,"[53, 41, 30]"
1869,"[32, 1, 1]"
1870,"[41, 14, 41]"
1871,"[62, 40, 45]"
1872,"[62, 61, 20]"
1873,"[60, 37, 39]"
1874,"[62, 62, 37]"
1875,"[62, 0, 22]"
1876,"[52, 10, 27]"
1877,"[24, 40, 12]"
1878,"[21, 38, 0]"
1879,"[48, 19, 47]"
1880,"[52, 46, 31]"
1881,"[7, 47, 63]"
1882,"[15, 28, 1]"
1883,"[41, 24, 35]"
1884,"[46, 54, 9]"
1885,"[62, 29, 7]"
1886,"[42, 23, 33]"
1887,"[41, 14, 27]"
1888,"[58, 56, 23]"
1889,"[62, 36, 25]"
1890,"[7, 35, 20]"
1891,"[25, 53, 0]"
1892,"[62, 5, 21]"
1893,"[52, 45, 8]"
1894,"[62, 5, 21]"
1895,"[25, 48, 5]"
1896,"[10, 38, 56]"
1897,"[58, 41, 3]"
1898,"[62, 33, 14]"
1899,"[62, 34, 37]"
1900,"[52, 30, 13]"
1901,"[62, 31, 42]"
1902,"[62, 7, 60]"
1903,"[5, 26, 49]"
1904,"[62, 2, 62]"
1905,"[52, 60, 17]"
1906,"[62, 20, 42]"
1907,"[62, 34, 62]"
1908,"[62, 62, 32]"
1909,"[27, 52, 4]"
1910,"[62, 16, 16]"
1911,"[9, 63, 54]"
1912,"[62, 7, 53]"
1913,"[62, 55, 44]"
1914,"[62, 55, 24]"
1915,"[62, 17, 61]"
1916,"[38, 48, 53]"
1917,"[28, 19, 16]"
1918,"[62, 39, 34]"
1919,"[16, 59, 57]"
1920,"[62, 12, 32]"
1921,"[62, 42, 42]"
1922,"[62, 17, 53]"
1923,"[22, 22, 10]"
1924,"[62, 52, 34]"
1925,"[13, 5, 21]"
1926,"[57, 37, 56]"
1927,"[57, 34, 24]"
1928,"[62, 33, 13]"
1929,"[52, 46, 31]"
1930,"[52, 9, 51]"
1931,"[62, 12, 7]"
1932,"[46, 54, 12]"
1933,"[53, 38, 26]"
1934,"[8, 35, 9]"
1935,"[8, 39, 4]"
1936,"[0, 18, 50]"
1937,"[62, 12, 25]"
1938,"[12, 40, 3]"
1939,"[62, 47, 57]"
1940,"[62, 51, 33]"
1941,"[0, 7, 58]"
1942,"[45, 28, 23]"
1943,"[52, 47, 9]"
1944,"[3, 59, 17]"
1945,"[62, 56, 22]"
1946,"[45, 13, 28]"
1947,"[52, 45, 18]"
1948,"[62, 9, 51]"
1949,"[8, 35, 20]"
1950,"[17, 17, 31]"
1951,"[62, 7, 60]"
1952,"[22, 22, 26]"
1953,"[45, 51, 48]"
1954,"[52, 31, 1]"
1955,"[62, 29, 34]"
1956,"[13, 61, 54]"
1957,"[62, 37, 59]"
1958,"[62, 23, 62]"
1959,"[62, 36, 25]"
1960,"[14, 4, 29]"
1961,"[9, 24, 22]"
1962,"[52, 25, 35]"
1963,"[23, 29, 29]"
1964,"[62, 57, 62]"
1965,"[62, 15, 30]"
1966,"[27, 48, 48]"
1967,"[62, 0, 42]"
1968,"[62, 0, 8]"
1969,"[8, 13, 18]"
1970,"[62, 59, 39]"
1971,"[38, 6, 36]"
1972,"[26, 20, 28]"
1973,"[13, 40, 45]"
1974,"[62, 55, 63]"
1975,"[62, 49, 0]"
1976,"[21, 48, 37]"
1977,"[8, 24, 10]"
1978,"[0, 26, 6]"
1979,"[1, 16, 19]"
1980,"[26, 60, 11]"
1981,"[0, 10, 2]"
1982,"[4, 60, 13]"
1983,"[63, 33, 49]"
1984,"[52, 62, 2]"
1985,"[57, 52, 39]"
1986,"[49, 23, 27]"
1987,"[52, 49, 35]"
1988,"[62, 18, 50]"
1989,"[62, 51, 44]"
1990,"[62, 27, 16]"
1991,"[59, 56, 1]"
1992,"[62, 52, 34]"
1993,"[62, 32, 21]"
1994,"[21, 41, 0]"
1995,"[12, 8, 43]"
1996,"[41, 14, 41]"
1997,"[9, 50, 61]"
1998,"[62, 0, 7]"
1999,"[57, 3, 26]"
2000,"[19, 21, 49]"
2001,"[52, 62, 5]"
2002,"[26, 10, 3]"
2003,"[62, 42, 37]"
2004,"[8, 27, 55]"
2005,"[62, 43, 15]"
2006,"[62, 0, 8]"
2007,"[62, 44, 23]"
2008,"[62, 63, 44]"
2009,"[22, 53, 5]"
2010,"[62, 10, 8]"
2011,"[32, 1, 1]"
2012,"[1, 2, 15]"
2013,"[62, 58, 42]"
2014,"[42, 50, 61]"
2015,"[52, 31, 6]"
2016,"[22, 20, 30]"
2017,"[16, 5, 38]"
2018,"[62, 58, 60]"
2019,"[33, 19, 28]"
2020,"[52, 28, 18]"
2021,"[7, 41, 45]"
2022,"[62, 61, 20]"
2023,"[57, 2, 46]"
2024,"[62, 63, 22]"
2025,"[46, 6, 41]"
2026,"[0, 21, 46]"
2027,"[46, 26, 52]"
2028,"[8, 53, 17]"
2029,"[52, 15, 54]"
2030,"[41, 3, 41]"
2031,"[46, 54, 53]"
2032,"[48, 4, 27]"
2033,"[62, 57, 59]"
2034,"[26, 25, 47]"
2035,"[61, 38, 16]"
2036,"[22, 8, 43]"
2037,"[62, 33, 14]"
2038,"[60, 11, 55]"
2039,"[52, 44, 12]"
2040,"[62, 14, 32]"
2041,"[8, 45, 47]"
2042,"[1, 30, 57]"
2043,"[9, 19, 40]"
2044,"[49, 30, 11]"
2045,"[62, 55, 63]"
2046,"[62, 16, 27]"
2047,"[52, 46, 36]"
2048,"[62, 63, 0]"
2049,"[62, 55, 56]"
2050,"[48, 14, 12]"
2051,"[36, 11, 12]"
2052,"[48, 14, 41]"
2053,"[48, 3, 27]"
2054,"[5, 39, 36]"
2055,"[48, 3, 27]"
2056,"[9, 45, 35]"
2057,"[1, 2, 24]"
2058,"[4, 28, 48]"
2059,"[62, 5, 14]"
2060,"[4, 61, 18]"
2061,"[52, 8, 43]"
2062,"[62, 17, 53]"
2063,"[7, 40, 10]"
2064,"[52, 50, 38]"
2065,"[62, 7, 22]"
2066,"[62, 27, 31]"
2067,"[17, 25, 41]"
2068,"[9, 24, 53]"
2069,"[45, 40, 31]"
2070,"[59, 29, 18]"
2071,"[26, 59, 59]"
2072,"[62, 23, 22]"
2073,"[59, 56, 28]"
2074,"[32, 17, 1]"
2075,"[19, 38, 46]"
2076,"[62, 60, 40]"
2077,"[38, 48, 39]"
2078,"[7, 26, 49]"
2079,"[62, 56, 5]"
2080,"[62, 52, 17]"
2081,"[1, 32, 25]"
2082,"[52, 15, 54]"
2083,"[1, 58, 37]"
2084,"[32, 1, 4]"
2085,"[46, 54, 9]"
2086,"[62, 7, 60]"
2087,"[62, 45, 40]"
2088,"[62, 16, 15]"
2089,"[52, 22, 5]"
2090,"[19, 24, 21]"
2091,"[40, 6, 36]"
2092,"[1, 18, 21]"
2093,"[5, 39, 13]"
2094,"[21, 41, 46]"
2095,"[1, 0, 21]"
2096,"[49, 19, 6]"
2097,"[62, 61, 55]"
2098,"[7, 37, 3]"
2099,"[38, 44, 26]"
2100,"[16, 44, 14]"
2101,"[58, 41, 40]"
2102,"[62, 58, 0]"
2103,"[48, 19, 6]"
2104,"[62, 20, 63]"
2105,"[52, 46, 35]"
2106,"[62, 10, 44]"
2107,"[1, 23, 51]"
2108,"[1, 16, 33]"
2109,"[22, 21, 47]"
2110,"[52, 46, 32]"
2111,"[4, 50, 26]"
2112,"[62, 20, 50]"
2113,"[0, 49, 19]"
2114,"[38, 30, 53]"
2115,"[58, 35, 3]"
2116,"[20, 31, 2]"
2117,"[62, 57, 62]"
2118,"[42, 33, 30]"
2119,"[52, 22, 24]"
2120,"[62, 10, 25]"
2121,"[7, 13, 23]"
2122,"[22, 45, 52]"
2123,"[62, 62, 37]"
2124,"[62, 7, 60]"
2125,"[19, 59, 49]"
2126,"[62, 25, 15]"
2127,"[62, 34, 26]"
2128,"[19, 11, 49]"
2129,"[1, 18, 63]"
2130,"[62, 63, 44]"
2131,"[62, 37, 8]"
2132,"[10, 12, 13]"
2133,"[52, 55, 9]"
2134,"[62, 20, 11]"
2135,"[2, 53, 48]"
2136,"[3, 26, 29]"
2137,"[4, 28, 1]"
2138,"[62, 5, 8]"
2139,"[22, 27, 30]"
2140,"[3, 42, 11]"
2141,"[27, 4, 58]"
2142,"[58, 12, 45]"
2143,"[60, 49, 23]"
2144,"[15, 43, 2]"
2145,"[1, 2, 4]"
2146,"[42, 30, 17]"
2147,"[62, 0, 7]"
2148,"[62, 29, 13]"
2149,"[38, 48, 39]"
2150,"[22, 47, 10]"
2151,"[62, 57, 57]"
2152,"[62, 51, 44]"
2153,"[8, 35, 55]"
2154,"[51, 53, 47]"
2155,"[62, 42, 16]"
2156,"[33, 9, 51]"
2157,"[8, 47, 61]"
2158,"[62, 60, 16]"
2159,"[16, 38, 29]"
2160,"[62, 6, 11]"
2161,"[13, 33, 58]"
2162,"[36, 15, 55]"
2163,"[8, 9, 61]"
2164,"[62, 57, 34]"
2165,"[49, 26, 42]"
2166,"[1, 16, 33]"
2167,"[40, 4, 52]"
2168,"[59, 32, 23]"
2169,"[61, 54, 19]"
2170,"[62, 36, 7]"
2171,"[62, 51, 32]"
2172,"[62, 43, 34]"
2173,"[62, 52, 41]"
2174,"[26, 20, 59]"
2175,"[36, 15, 57]"
2176,"[62, 16, 34]"
2177,"[62, 20, 63]"
2178,"[62, 20, 63]"
2179,"[26, 6, 52]"
2180,"[62, 57, 57]"
2181,"[9, 41, 55]"
2182,"[19, 7, 35]"
2183,"[62, 43, 24]"
2184,"[60, 9, 58]"
2185,"[13, 38, 2]"
2186,"[49, 42, 42]"
2187,"[62, 18, 22]"
2188,"[20, 31, 2]"
2189,"[33, 12, 47]"
2190,"[33, 13, 28]"
2191,"[10, 41, 7]"
2192,"[62, 56, 56]"
2193,"[0, 62, 3]"
2194,"[28, 29, 22]"
2195,"[33, 21, 4]"
2196,"[61, 33, 5]"
2197,"[51, 17, 28]"
2198,"[49, 23, 6]"
2199,"[62, 33, 13]"
2200,"[48, 54, 27]"
2201,"[62, 27, 36]"
2202,"[26, 60, 11]"
2203,"[19, 21, 46]"
2204,"[8, 24, 47]"
2205,"[52, 40, 16]"
2206,"[52, 45, 31]"
2207,"[1, 2, 24]"
2208,"[32, 1, 1]"
2209,"[52, 28, 13]"
2210,"[62, 23, 33]"
2211,"[61, 18, 19]"
2212,"[62, 36, 7]"
2213,"[62, 49, 0]"
2214,"[42, 30, 2]"
2215,"[52, 47, 10]"
2216,"[62, 5, 14]"
2217,"[57, 14, 32]"
2218,"[62, 61, 20]"
2219,"[3, 42, 40]"
2220,"[21, 48, 11]"
2221,"[28, 28, 17]"
2222,"[62, 34, 0]"
2223,"[36, 15, 9]"
2224,"[52, 46, 18]"
2225,"[51, 40, 5]"
2226,"[52, 46, 18]"
2227,"[52, 31, 1]"
2228,"[62, 61, 38]"
2229,"[19, 59, 48]"
2230,"[59, 32, 45]"
2231,"[60, 33, 38]"
2232,"[62, 0, 53]"
2233,"[41, 14, 41]"
2234,"[21, 10, 4]"
2235,"[52, 10, 18]"
2236,"[1, 12, 16]"
2237,"[52, 60, 23]"
2238,"[62, 63, 43]"
2239,"[62, 57, 59]"
2240,"[28, 28, 38]"
2241,"[9, 4, 9]"
2242,"[62, 2, 26]"
2243,"[10, 50, 20]"
2244,"[48, 3, 27]"
2245,"[58, 6, 6]"
2246,"[62, 19, 20]"
2247,"[52, 44, 3]"
2248,"[52, 48, 29]"
2249,"[26, 56, 11]"
2250,"[33, 39, 4]"
2251,"[27, 44, 58]"
2252,"[25, 26, 53]"
2253,"[52, 47, 15]"
2254,"[52, 45, 8]"
2255,"[62, 27, 31]"
2256,"[52, 32, 61]"
2257,"[63, 29, 59]"
2258,"[53, 25, 63]"
2259,"[33, 37, 39]"
2260,"[62, 7, 60]"
2261,"[9, 52, 40]"
2262,"[33, 38, 41]"
2263,"[53, 4, 26]"
2264,"[53, 53, 49]"
2265,"[53, 55, 50]"
2266,"[62, 51, 44]"
2267,"[62, 62, 39]"
2268,"[62, 52, 34]"
2269,"[52, 22, 45]"
2270,"[62, 49, 30]"
2271,"[52, 47, 25]"
2272,"[62, 55, 56]"
2273,"[60, 11, 29]"
2274,"[62, 58, 37]"
2275,"[52, 46, 8]"
2276,"[52, 22, 23]"
2277,"[48, 19, 27]"
2278,"[9, 26, 52]"
2279,"[52, 11, 46]"
2280,"[62, 51, 62]"
2281,"[36, 35, 12]"
2282,"[52, 35, 10]"
2283,"[9, 9, 54]"
2284,"[62, 5, 21]"
2285,"[7, 17, 21]"
2286,"[9, 3, 54]"
2287,"[27, 54, 49]"
2288,"[62, 36, 25]"
2289,"[1, 18, 50]"
2290,"[62, 16, 33]"
2291,"[62, 9, 51]"
2292,"[60, 53, 48]"
2293,"[62, 1, 57]"
2294,"[62, 62, 34]"
2295,"[52, 39, 17]"
2296,"[49, 42, 42]"
2297,"[22, 50, 30]"
2298,"[60, 8, 43]"
2299,"[21, 8, 16]"
2300,"[62, 0, 14]"
2301,"[27, 24, 19]"
2302,"[52, 47, 41]"
2303,"[8, 37, 35]"
2304,"[62, 33, 8]"
2305,"[22, 47, 10]"
2306,"[26, 25, 28]"
2307,"[62, 42, 1]"
2308,"[27, 38, 4]"
2309,"[33, 13, 47]"
2310,"[48, 13, 46]"
2311,"[62, 7, 60]"
2312,"[62, 5, 14]"
2313,"[53, 23, 37]"
2314,"[12, 12, 3]"
2315,"[62, 20, 27]"
2316,"[49, 28, 38]"
2317,"[62, 43, 24]"
2318,"[52, 22, 27]"
2319,"[62, 33, 34]"
2320,"[52, 15, 17]"
2321,"[57, 3, 35]"
2322,"[62, 51, 63]"
2323,"[13, 6, 55]"
2324,"[62, 63, 43]"
2325,"[52, 14, 41]"
2326,"[21, 48, 11]"
2327,"[62, 44, 19]"
2328,"[33, 53, 5]"
2329,"[5, 26, 49]"
2330,"[62, 58, 62]"
2331,"[57, 37, 39]"
2332,"[49, 62, 42]"
2333,"[49, 19, 42]"
2334,"[26, 45, 13]"
2335,"[62, 57, 57]"
2336,"[62, 5, 21]"
2337,"[29, 27, 49]"
2338,"[52, 31, 41]"
2339,"[57, 12, 9]"
2340,"[62, 5, 8]"
2341,"[9, 7, 33]"
2342,"[59, 29, 9]"
2343,"[59, 32, 6]"
2344,"[1, 32, 21]"
2345,"[13, 11, 29]"
2346,"[62, 1, 57]"
2347,"[52, 46, 35]"
2348,"[3, 8, 15]"
2349,"[62, 58, 37]"
2350,"[62, 56, 40]"
2351,"[52, 35, 61]"
2352,"[62, 54, 20]"
2353,"[38, 6, 36]"
2354,"[5, 39, 16]"
2355,"[26, 54, 43]"
2356,"[16, 29, 6]"
2357,"[52, 31, 1]"
2358,"[33, 21, 4]"
2359,"[62, 46, 32]"
2360,"[16, 0, 29]"
2361,"[21, 48, 60]"
2362,"[1, 60, 11]"
2363,"[1, 52, 11]"
2364,"[52, 10, 8]"
2365,"[42, 50, 61]"
2366,"[62, 63, 43]"
2367,"[62, 37, 31]"
2368,"[59, 41, 18]"
2369,"[22, 61, 28]"
2370,"[62, 12, 25]"
2371,"[1, 12, 19]"
2372,"[42, 50, 54]"
2373,"[20, 59, 13]"
2374,"[5, 26, 40]"
2375,"[51, 27, 43]"
2376,"[59, 41, 58]"
2377,"[62, 38, 32]"
2378,"[36, 35, 2]"
2379,"[62, 17, 7]"
2380,"[22, 45, 59]"
2381,"[62, 55, 56]"
2382,"[52, 15, 17]"
2383,"[52, 13, 54]"
2384,"[40, 4, 52]"
2385,"[7, 60, 23]"
2386,"[62, 18, 50]"
2387,"[62, 17, 53]"
2388,"[49, 56, 30]"
2389,"[1, 18, 16]"
2390,"[49, 25, 2]"
2391,"[22, 24, 30]"
2392,"[4, 39, 20]"
2393,"[0, 49, 22]"
2394,"[7, 40, 45]"
2395,"[9, 21, 18]"
2396,"[62, 42, 57]"
2397,"[59, 61, 48]"
2398,"[28, 28, 17]"
2399,"[49, 23, 44]"
2400,"[62, 34, 26]"
2401,"[26, 59, 59]"
2402,"[62, 52, 15]"
2403,"[21, 4, 52]"
2404,"[52, 47, 5]"
2405,"[7, 40, 45]"
2406,"[62, 51, 63]"
2407,"[26, 53, 51]"
2408,"[21, 10, 26]"
2409,"[36, 30, 46]"
2410,"[62, 33, 14]"
2411,"[35, 14, 47]"
2412,"[62, 36, 25]"
2413,"[62, 16, 22]"
2414,"[0, 2, 53]"
2415,"[62, 7, 22]"
2416,"[8, 24, 10]"
2417,"[26, 20, 1]"
2418,"[62, 9, 51]"
2419,"[7, 22, 45]"
2420,"[62, 55, 24]"
2421,"[60, 9, 27]"
2422,"[62, 0, 7]"
2423,"[62, 34, 62]"
2424,"[42, 30, 31]"
2425,"[62, 62, 0]"
2426,"[62, 19, 12]"
2427,"[1, 2, 30]"
2428,"[31, 3, 58]"
2429,"[60, 49, 38]"
2430,"[62, 43, 34]"
2431,"[62, 38, 32]"
2432,"[27, 7, 21]"
2433,"[25, 53, 25]"
2434,"[62, 40, 45]"
2435,"[21, 27, 7]"
2436,"[22, 50, 61]"
2437,"[60, 11, 12]"
2438,"[7, 37, 3]"
2439,"[62, 47, 57]"
2440,"[62, 34, 26]"
2441,"[33, 37, 39]"
2442,"[62, 29, 34]"
2443,"[25, 48, 35]"
2444,"[1, 45, 33]"
2445,"[62, 18, 22]"
2446,"[52, 31, 11]"
2447,"[62, 54, 29]"
2448,"[25, 26, 50]"
2449,"[49, 28, 17]"
2450,"[62, 57, 59]"
2451,"[22, 24, 30]"
2452,"[62, 63, 44]"
2453,"[1, 2, 24]"
2454,"[31, 30, 46]"
2455,"[24, 22, 5]"
2456,"[27, 7, 2]"
2457,"[62, 42, 42]"
2458,"[14, 14, 41]"
2459,"[62, 0, 7]"
2460,"[7, 60, 23]"
2461,"[40, 41, 52]"
2462,"[62, 57, 59]"
2463,"[1, 10, 50]"
2464,"[53, 41, 26]"
2465,"[52, 28, 31]"
2466,"[62, 34, 15]"
2467,"[7, 30, 49]"
2468,"[62, 23, 38]"
2469,"[9, 52, 5]"
2470,"[27, 59, 57]"
2471,"[62, 49, 37]"
2472,"[58, 56, 3]"
2473,"[7, 24, 30]"
2474,"[22, 17, 10]"
2475,"[52, 9, 17]"
2476,"[62, 27, 14]"
2477,"[62, 35, 10]"
2478,"[62, 8, 43]"
2479,"[52, 50, 28]"
2480,"[1, 13, 46]"
2481,"[62, 8, 43]"
2482,"[62, 1, 7]"
2483,"[62, 51, 24]"
2484,"[62, 38, 32]"
2485,"[4, 61, 48]"
2486,"[33, 21, 18]"
2487,"[1, 19, 31]"
2488,"[52, 49, 19]"
2489,"[60, 60, 9]"
2490,"[62, 20, 27]"
2491,"[52, 47, 9]"
2492,"[62, 14, 27]"
2493,"[62, 42, 14]"
2494,"[7, 60, 23]"
2495,"[62, 46, 32]"
2496,"[33, 53, 49]"
2497,"[38, 48, 53]"
2498,"[59, 32, 28]"
2499,"[52, 44, 40]"
2500,"[62, 0, 8]"
2501,"[60, 11, 12]"
2502,"[1, 12, 25]"
2503,"[52, 28, 36]"
2504,"[19, 9, 4]"
2505,"[2, 3, 47]"
2506,"[62, 5, 21]"
2507,"[4, 39, 20]"
2508,"[62, 16, 62]"
2509,"[15, 21, 55]"
2510,"[62, 43, 56]"
2511,"[22, 17, 27]"
2512,"[21, 54, 11]"
2513,"[14, 25, 55]"
2514,"[15, 61, 2]"
2515,"[15, 43, 58]"
2516,"[1, 58, 60]"
2517,"[62, 29, 8]"
2518,"[1, 12, 16]"
2519,"[62, 55, 39]"
2520,"[8, 39, 12]"
2521,"[62, 51, 44]"
2522,"[21, 25, 37]"
2523,"[62, 42, 19]"
2524,"[62, 52, 34]"
2525,"[52, 62, 47]"
2526,"[26, 20, 47]"
2527,"[62, 0, 22]"
2528,"[62, 52, 57]"
2529,"[45, 40, 1]"
2530,"[25, 19, 6]"
2531,"[62, 56, 44]"
2532,"[58, 38, 38]"
2533,"[58, 55, 52]"
2534,"[52, 23, 54]"
2535,"[62, 63, 42]"
2536,"[52, 10, 26]"
2537,"[42, 62, 0]"
2538,"[62, 57, 60]"
2539,"[62, 34, 62]"
2540,"[62, 36, 60]"
2541,"[62, 55, 63]"
2542,"[58, 13, 53]"
2543,"[10, 2, 36]"
2544,"[42, 35, 61]"
2545,"[52, 5, 51]"
2546,"[63, 22, 40]"
2547,"[52, 15, 54]"
2548,"[59, 4, 18]"
2549,"[20, 59, 13]"
2550,"[62, 1, 16]"
2551,"[62, 31, 19]"
2552,"[62, 33, 13]"
2553,"[62, 10, 52]"
2554,"[57, 3, 35]"
2555,"[52, 4, 4]"
2556,"[52, 15, 1]"
2557,"[14, 26, 29]"
2558,"[26, 6, 51]"
2559,"[42, 32, 61]"
2560,"[62, 1, 7]"
2561,"[53, 21, 58]"
2562,"[49, 25, 59]"
2563,"[62, 34, 31]"
2564,"[29, 26, 49]"
2565,"[62, 44, 60]"
2566,"[5, 52, 16]"
2567,"[16, 43, 28]"
2568,"[8, 39, 12]"
2569,"[1, 15, 23]"
2570,"[20, 13, 17]"
2571,"[1, 35, 50]"
2572,"[62, 46, 62]"
2573,"[62, 0, 8]"
2574,"[13, 54, 26]"
2575,"[13, 21, 54]"
2576,"[19, 59, 27]"
2577,"[12, 5, 58]"
2578,"[52, 15, 54]"
2579,"[62, 17, 53]"
2580,"[52, 32, 39]"
2581,"[62, 32, 56]"
2582,"[8, 47, 30]"
2583,"[62, 58, 15]"
2584,"[26, 6, 36]"
2585,"[13, 11, 29]"
2586,"[1, 12, 7]"
2587,"[62, 6, 6]"
2588,"[49, 60, 13]"
2589,"[62, 10, 22]"
2590,"[62, 57, 57]"
2591,"[1, 32, 33]"
2592,"[8, 24, 10]"
2593,"[1, 12, 25]"
2594,"[62, 33, 45]"
